Timestamp,UserID,Event Name,UUID,player_id,time,game_state,wave_name,total_deaths,total_parries,total_dodges,total_completions
5/12/2025 05:44:52,NULL,Stats,37c5d9719f3048a5116c1bcc68d2afd2,3c0545b3-69c7-42c9-9a97-d8df56494d76,49.6320839,Death,MEDIUM,23,1303,521,6
5/12/2025 07:39:21,NULL,Stats,8d4c56b2ec40e2f0f21a847671bfb0a6,3c0545b3-69c7-42c9-9a97-d8df56494d76,4.235418,Play,Menu,23,1324,528,6
5/12/2025 07:39:24,NULL,Stats,1ea16b538eb855da84fe3a967e2fa234,3c0545b3-69c7-42c9-9a97-d8df56494d76,7.582775,Play,Menu,23,1324,528,6
5/12/2025 07:39:25,NULL,Stats,fd7c651ae3c96a7f5b9a834b1530a31c,3c0545b3-69c7-42c9-9a97-d8df56494d76,8.554465,Play,Menu,23,1324,528,6
5/12/2025 07:39:26,NULL,Stats,24dae479c7105f2f7d61c9ff6d2a5a1c,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.317233,Play,Menu,23,1324,528,6
5/12/2025 07:41:54,NULL,Stats,e64c0eed3e52f143e7276eb16c84a610,3c0545b3-69c7-42c9-9a97-d8df56494d76,3.89050722,Play,Menu,23,1324,528,6
6/12/2025 06:53:23,NULL,Stats,17d219cde2a19948a8d40cd85e604f0a,3c0545b3-69c7-42c9-9a97-d8df56494d76,27.70812,Play,Menu,23,1326,536,6
6/12/2025 07:03:42,NULL,Stats,63ed0d0b21940cd323ab37d6731e514f,3c0545b3-69c7-42c9-9a97-d8df56494d76,13.6928272,Play,Menu,23,1326,536,6
6/12/2025 07:11:38,NULL,Stats,afce7afe913472d9ee7bc57c63b4ea81,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:41,NULL,Stats,601043d83e73a03fedb92eb3d9f85e08,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:43,NULL,Stats,b98044a9a890356697db957491481f4d,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:43,NULL,Stats,b98044a9a890356697db957491481f4d,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:43,NULL,Stats,b98044a9a890356697db957491481f4d,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:43,NULL,Stats,b98044a9a890356697db957491481f4d,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:44,NULL,Stats,543a9cb1844030c080072f759741ae07,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:44,NULL,Stats,543a9cb1844030c080072f759741ae07,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:44,NULL,Stats,543a9cb1844030c080072f759741ae07,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:44,NULL,Stats,543a9cb1844030c080072f759741ae07,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
6/12/2025 07:11:45,NULL,Stats,329cda010c23b18f9f3e501cad9e9a5d,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.843521,Play,Menu,23,1326,536,6
