Timestamp,UserID,Event Name,UUID,player_id,time,game_state,wave_name,total_deaths,total_parries,total_dodges,total_completions
6/12/2025 07:12:59,NULL,Stats,9b7059e63dcb07cf362728b5eee42a9d,3c0545b3-69c7-42c9-9a97-d8df56494d76,7.833225,Play,Menu,23,1326,536,6
6/12/2025 07:16:02,NULL,Stats,9ab5e2a318a8c9e6c60c988a2903a59f,3c0545b3-69c7-42c9-9a97-d8df56494d76,8.864616,Play,Menu,23,1326,536,6
6/12/2025 07:17:31,NULL,Stats,59d12b485f82fc56a4788c2d504904c2,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.00174,Play,Menu,23,1326,536,6
6/12/2025 07:21:25,NULL,Stats,5cb3e5a4e3b12aa64ba488da60513836,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.432462,Play,Menu,23,1326,536,6
6/12/2025 07:23:21,NULL,Stats,d39fd9a71a79f0480ea2c4c7a888cb2c,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.247454,Play,Menu,23,1326,536,6
6/12/2025 07:24:44,NULL,Stats,9962af4860e67be323b94c518d48d8a4,3c0545b3-69c7-42c9-9a97-d8df56494d76,9.32144451,Play,Menu,23,1326,536,6
6/12/2025 07:24:54,NULL,Stats,2713a28bab6a5f1fc49528b8951ca2e7,3c0545b3-69c7-42c9-9a97-d8df56494d76,17.8485832,Play,Menu,23,1326,536,6
6/12/2025 07:25:56,NULL,Stats,02c17c3871f3e2878150b9f23d72fa3e,3c0545b3-69c7-42c9-9a97-d8df56494d76,7.989183,Play,Menu,23,1326,536,6
6/12/2025 07:26:06,NULL,Stats,84cd2ee25c73f14367371da301b411cc,3c0545b3-69c7-42c9-9a97-d8df56494d76,15.5089064,Play,Menu,23,1326,536,6
6/12/2025 07:26:37,NULL,Stats,e3622c651973f471352aa97668687f06,3c0545b3-69c7-42c9-9a97-d8df56494d76,42.9124374,Play,Menu,23,1327,537,6
6/12/2025 07:26:51,NULL,Stats,2a04cae9d2bec558065f424069864446,3c0545b3-69c7-42c9-9a97-d8df56494d76,56.80723,Play,Menu,23,1327,537,6
6/12/2025 07:33:41,NULL,Stats,f5c493f8e8c4f9562adb9e659afada8d,3c0545b3-69c7-42c9-9a97-d8df56494d76,5.986228,Play,Menu,23,1327,537,6
6/12/2025 07:34:00,NULL,Stats,0f5d21d84cafde3c39998c856a70f2d4,3c0545b3-69c7-42c9-9a97-d8df56494d76,7.699919,Play,Menu,23,1327,537,6
6/12/2025 07:35:57,NULL,Stats,72f2e84be7a98d9400ddfee1f3a472a5,3c0545b3-69c7-42c9-9a97-d8df56494d76,5.854123,Play,Menu,23,1327,537,6
6/12/2025 08:42:17,NULL,Stats,424ce135be865d35e664a48d4c94765c,3c0545b3-69c7-42c9-9a97-d8df56494d76,8.720815,Play,Menu,23,1327,537,6
6/12/2025 08:52:59,NULL,Stats,55d116a893d352706bf7a0dab3655a2a,3c0545b3-69c7-42c9-9a97-d8df56494d76,5.8060174,Play,Menu,23,1327,537,6
6/12/2025 08:54:19,NULL,Stats,ae2f51de36d9330d02bcb78189caafde,3c0545b3-69c7-42c9-9a97-d8df56494d76,5.53417253,Play,Menu,23,1327,537,6
6/12/2025 08:57:31,NULL,Stats,08618698ddab56109ab93e12e0cb6356,3c0545b3-69c7-42c9-9a97-d8df56494d76,5.62453032,Play,Menu,23,1327,537,6
6/12/2025 08:58:07,NULL,Stats,807167015dca0cca3962c73c6aae4b99,3c0545b3-69c7-42c9-9a97-d8df56494d76,11.515625,Play,Menu,23,1327,537,6
6/12/2025 09:02:34,NULL,Stats,555a1eceb3bdbeb437cc6dda9b93b15b,3c0545b3-69c7-42c9-9a97-d8df56494d76,10.5011253,Play,Menu,23,1327,537,6
6/12/2025 09:35:32,NULL,Stats,e3a852cb6f1c31395eb4e0369034b6db,3c0545b3-69c7-42c9-9a97-d8df56494d76,23.90666,Play,Menu,23,1327,537,6
6/12/2025 09:36:15,NULL,Stats,347564cea9d8f4878ab16c49c4ecd42b,3c0545b3-69c7-42c9-9a97-d8df56494d76,34.84918,Play,Menu,23,1327,537,6
